Cod_mun,Código do Item Geográfico,Município,Ordem Geográfica,Ano,Totobit,ObitN,ObitP,População
260720,2607208,Ipojuca,81,2004,29,21,8,64899
260730,2607307,Ipubi,82,2004,17,6,11,23776
260740,2607406,Itacuruba,83,2004,,0,,3840
260750,2607505,Itaíba,84,2004,8,6,2,26657
260765,2607653,Itambé,85,2004,11,4,7,35279
260770,2607703,Itapetim,86,2004,6,4,2,14406
260775,2607752,Itapissuma,87,2004,5,4,1,21619
260780,2607802,Itaquitinga,88,2004,7,3,4,15324
260790,2607901,Jaboatão dos Guararapes,89,2004,179,104,71,619845
260795,2607950,Jaqueira,90,2004,12,5,7,12191
260800,2608008,Jataúba,91,2004,7,1,6,14735
260805,2608057,Jatobá,92,2004,4,2,2,13947
260810,2608107,João Alfredo,93,2004,13,5,8,26861
260820,2608206,Joaquim Nabuco,94,2004,7,5,2,16012
260825,2608255,Jucati,95,2004,10,5,5,10351
260830,2608305,Jupi,96,2004,17,6,11,12551
260840,2608404,Jurema,97,2004,10,5,5,14169
260850,2608453,Lagoa de Itaenga,98,2004,11,7,4,21659
260845,2608503,Lagoa do Carro,99,2004,5,3,2,13927
260860,2608602,Lagoa do Ouro,100,2004,6,2,4,10813
260870,2608701,Lagoa dos Gatos,101,2004,10,3,7,15833
260875,2608750,Lagoa Grande,102,2004,12,9,3,20912
260880,2608800,Lajedo,103,2004,19,14,5,33220
260890,2608909,Limoeiro,104,2004,21,13,8,56916
260900,2609006,Macaparana,105,2004,10,6,4,23158
260910,2609105,Machados,106,2004,3,2,1,10153
260915,2609154,Manari,107,2004,27,6,21,13378
260920,2609204,Maraial,108,2004,12,5,7,15173
260930,2609303,Mirandiba,109,2004,6,5,1,13226
261430,2614303,Moreilândia,110,2004,2,2,,10807
260940,2609402,Moreno,111,2004,16,9,7,53287
260950,2609501,Nazaré da Mata,112,2004,9,6,3,30358
260960,2609600,Olinda,113,2004,111,70,41,378649
260970,2609709,Orobó,114,2004,3,2,1,23121
260980,2609808,Orocó,115,2004,9,6,3,10863
260990,2609907,Ouricuri,116,2004,47,28,19,58252
261000,2610004,Palmares,117,2004,26,12,14,55002
261010,2610103,Palmeirina,118,2004,10,9,1,10034
261020,2610202,Panelas,119,2004,8,4,4,25280
261030,2610301,Paranatama,120,2004,9,8,1,9915
261040,2610400,Parnamirim,121,2004,16,10,6,19508
261050,2610509,Passira,122,2004,10,8,2,29132
261060,2610608,Paudalho,123,2004,24,18,6,47380
261070,2610707,Paulista,124,2004,52,40,12,282811
261080,2610806,Pedra,125,2004,23,12,11,20497
261090,2610905,Pesqueira,126,2004,40,22,18,57766
261100,2611002,Petrolândia,127,2004,19,8,11,29564
261110,2611101,Petrolina,128,2004,157,115,42,241283
261120,2611200,Poção,129,2004,7,4,3,11825
261130,2611309,Pombos,130,2004,9,4,5,24200
261140,2611408,Primavera,131,2004,5,3,2,11730
261150,2611507,Quipapá,132,2004,10,7,3,22557
261153,2611533,Quixaba,133,2004,1,1,,6614
261160,2611606,Recife,134,2004,372,256,116,1473461
261170,2611705,Riacho das Almas,135,2004,4,1,3,18228
261180,2611804,Ribeirão,136,2004,25,15,10,41623
261190,2611903,Rio Formoso,137,2004,5,3,2,21471
261200,2612000,Sairé,138,2004,5,2,3,14675
261210,2612109,Salgadinho,139,2004,6,4,2,7629
261220,2612208,Salgueiro,140,2004,28,19,9,53338
261230,2612307,Saloá,141,2004,7,1,6,15077
261240,2612406,Sanharó,142,2004,11,6,5,16224
261245,2612455,Santa Cruz,143,2004,11,5,6,11621
261247,2612471,Santa Cruz da Baixa Verde,144,2004,3,2,1,10413
261250,2612505,Santa Cruz do Capibaribe,145,2004,34,27,7,67448
261255,2612554,Santa Filomena,146,2004,9,6,3,12908
261260,2612604,Santa Maria da Boa Vista,147,2004,16,9,7,40827
261270,2612703,Santa Maria do Cambucá,148,2004,4,3,1,11868
261280,2612802,Santa Terezinha,149,2004,3,2,1,10454
261290,2612901,São Benedito do Sul,150,2004,7,4,3,10715
261300,2613008,São Bento do Una,151,2004,35,16,18,46626
261310,2613107,São Caitano,152,2004,22,9,13,34976
261320,2613206,São João,153,2004,12,6,6,20081
261330,2613305,São Joaquim do Monte,154,2004,17,8,9,20875
261340,2613404,São José da Coroa Grande,155,2004,5,2,3,14958
261350,2613503,São José do Belmonte,156,2004,33,20,13,31907
261360,2613602,São José do Egito,157,2004,19,15,4,29788
261370,2613701,São Lourenço da Mata,158,2004,18,14,4,92244
261380,2613800,São Vicente Ferrer,159,2004,5,0,5,16745
261390,2613909,Serra Talhada,160,2004,55,36,19,70334
261400,2614006,Serrita,161,2004,6,5,1,17376
261410,2614105,Sertânia,162,2004,14,10,4,31715
261420,2614204,Sirinhaém,163,2004,13,11,2,32961
261440,2614402,Solidão,164,2004,5,3,2,5432
261450,2614501,Surubim,165,2004,14,9,5,51912
261460,2614600,Tabira,166,2004,14,12,2,24608
261470,2614709,Tacaimbó,167,2004,15,6,9,13438
261480,2614808,Tacaratu,168,2004,25,9,16,16993
261485,2614857,Tamandaré,169,2004,10,6,4,18282
261500,2615003,Taquaritinga do Norte,170,2004,5,3,2,20837
261510,2615102,Terezinha,171,2004,2,2,,6101
261520,2615201,Terra Nova,172,2004,6,3,3,7859
261530,2615300,Timbaúba,173,2004,39,21,18,56766
261540,2615409,Toritama,174,2004,12,6,6,24595
261550,2615508,Tracunhaém,175,2004,4,3,1,12587
261560,2615607,Trindade,176,2004,19,6,13,23200
261570,2615706,Triunfo,177,2004,2,2,,14950
261580,2615805,Tupanatinga,178,2004,27,9,18,21469
261590,2615904,Tuparetama,179,2004,5,2,3,8030
261600,2616001,Venturosa,180,2004,18,15,3,14025
261610,2616100,Verdejante,181,2004,2,1,1,9136
261618,2616183,Vertente do Lério,182,2004,2,1,1,8528
261620,2616209,Vertentes,183,2004,15,8,7,15243
261630,2616308,Vicência,184,2004,16,8,8,29145
261640,2616407,Vitória de Santo Antão,185,2004,29,18,11,121972
261650,2616506,Xexéu,186,2004,6,1,5,14779
260005,2600054,Abreu e Lima,2,2005,24,19,5,96560
260010,2600104,Afogados da Ingazeira,3,2005,10,8,2,34991
260020,2600203,Afrânio,4,2005,11,9,2,16084
260030,2600302,Agrestina,5,2005,13,5,8,21316
260040,2600401,Água Preta,6,2005,12,12,,30163
260050,2600500,Águas Belas,7,2005,22,9,13,35569
260060,2600609,Alagoinha,8,2005,5,4,1,13454
260070,2600708,Aliança,9,2005,22,10,12,37021
260080,2600807,Altinho,10,2005,7,6,1,21498
260090,2600906,Amaraji,11,2005,15,9,6,22131
260100,2601003,Angelim,12,2005,5,4,1,9302
260105,2601052,Araçoiaba,13,2005,12,11,1,17474
260110,2601102,Araripina,14,2005,52,34,18,77358
260120,2601201,Arcoverde,15,2005,46,30,16,65249
260130,2601300,Barra de Guabiraba,16,2005,4,3,1,11200
260140,2601409,Barreiros,17,2005,19,7,12,38242
260150,2601508,Belém de Maria,18,2005,3,1,2,9638
260160,2601607,Belém do São Francisco,19,2005,10,6,4,18457
260170,2601706,Belo Jardim,20,2005,38,24,14,73733
260180,2601805,Betânia,21,2005,14,10,4,11352
260190,2601904,Bezerros,22,2005,17,9,8,60653
260200,2602001,Bodocó,23,2005,24,14,10,33750
260210,2602100,Bom Conselho,24,2005,25,8,17,42655
260220,2602209,Bom Jardim,25,2005,14,10,4,37147
260230,2602308,Bonito,26,2005,21,11,10,39489
260240,2602407,Brejão,27,2005,7,2,5,9045
260250,2602506,Brejinho,28,2005,,0,,7199
260260,2602605,Brejo da Madre de Deus,29,2005,11,4,7,42433
260270,2602704,Buenos Aires,30,2005,4,3,1,11722
260280,2602803,Buíque,31,2005,35,19,16,47955
260290,2602902,Cabo de Santo Agostinho,32,2005,53,36,17,169230
260300,2603009,Cabrobó,33,2005,23,20,3,28480
260310,2603108,Cachoeirinha,34,2005,9,4,5,17789
260320,2603207,Caetés,35,2005,12,8,4,26337
260330,2603306,Calçado,36,2005,8,4,4,13143
260340,2603405,Calumbi,37,2005,2,0,2,7204
260345,2603454,Camaragibe,38,2005,36,26,10,147058
260350,2603504,Camocim de São Félix,39,2005,13,8,5,15921
260360,2603603,Camutanga,40,2005,4,3,1,8066
260370,2603702,Canhotinho,41,2005,17,9,8,25135
260380,2603801,Capoeiras,42,2005,7,5,2,19550
260390,2603900,Carnaíba,43,2005,10,7,3,17201
260392,2603926,Carnaubeira da Penha,44,2005,6,3,3,9916
260400,2604007,Carpina,45,2005,16,5,11,69341
260410,2604106,Caruaru,46,2005,97,66,31,278659
260415,2604155,Casinhas,47,2005,3,2,1,13835
260420,2604205,Catende,48,2005,28,15,13,31092
260430,2604304,Cedro,49,2005,3,3,,9893
260440,2604403,Chã de Alegria,50,2005,1,0,1,11227
260450,2604502,Chã Grande,51,2005,4,4,,20226
260460,2604601,Condado,52,2005,7,4,3,23897
260470,2604700,Correntes,53,2005,5,5,,17563
260480,2604809,Cortês,54,2005,7,2,5,12802
260490,2604908,Cumaru,55,2005,8,4,4,33429
260500,2605004,Cupira,56,2005,5,1,4,22610
260510,2605103,Custódia,57,2005,11,8,3,30672
260515,2605152,Dormentes,58,2005,9,6,3,15314
260520,2605202,Escada,59,2005,24,13,11,58279
260530,2605301,Exu,60,2005,24,18,6,32723
260540,2605400,Feira Nova,61,2005,7,6,1,19064
260550,2605509,Ferreiros,63,2005,8,5,3,10601
260560,2605608,Flores,64,2005,11,11,,20206
260570,2605707,Floresta,65,2005,18,13,5,26968
260580,2605806,Frei Miguelinho,66,2005,3,2,1,12276
260590,2605905,Gameleira,67,2005,7,4,3,26737
260600,2606002,Garanhuns,68,2005,52,36,16,126776
260610,2606101,Glória do Goitá,69,2005,8,5,3,28020
260620,2606200,Goiana,70,2005,27,18,9,75576
260630,2606309,Granito,71,2005,3,3,,6210
260640,2606408,Gravatá,72,2005,19,12,7,70897
260650,2606507,Iati,73,2005,16,13,3,17130
260660,2606606,Ibimirim,74,2005,15,10,5,21984
260670,2606705,Ibirajuba,75,2005,5,2,3,7371
260680,2606804,Igarassu,76,2005,21,13,8,90905
260690,2606903,Iguaracy,77,2005,1,1,,11643
260760,2607604,Ilha de Itamaracá,78,2005,3,3,,18523
260700,2607000,Inajá,79,2005,15,6,9,14689
260710,2607109,Ingazeira,80,2005,1,1,,4654
260720,2607208,Ipojuca,81,2005,23,15,8,67961
260730,2607307,Ipubi,82,2005,20,9,11,24176
260740,2607406,Itacuruba,83,2005,2,2,,3931
260750,2607505,Itaíba,84,2005,10,6,4,26586
260765,2607653,Itambé,85,2005,12,9,3,35441
260770,2607703,Itapetim,86,2005,7,5,2,14207
260775,2607752,Itapissuma,87,2005,3,2,1,22439
260780,2607802,Itaquitinga,88,2005,8,6,2,15526
260790,2607901,Jaboatão dos Guararapes,89,2005,166,104,61,640722
260795,2607950,Jaqueira,90,2005,6,4,2,12482
260800,2608008,Jataúba,91,2005,8,4,4,14780
260805,2608057,Jatobá,92,2005,11,5,6,14382
260810,2608107,João Alfredo,93,2005,11,3,8,26776
260820,2608206,Joaquim Nabuco,94,2005,11,5,6,16063
260825,2608255,Jucati,95,2005,7,3,4,10710
260830,2608305,Jupi,96,2005,9,7,2,12667
260840,2608404,Jurema,97,2005,11,6,5,14399
260850,2608453,Lagoa de Itaenga,98,2005,9,4,5,22464
260845,2608503,Lagoa do Carro,99,2005,5,5,,14372
260860,2608602,Lagoa do Ouro,100,2005,8,6,2,10727
260870,2608701,Lagoa dos Gatos,101,2005,9,3,6,15685
260875,2608750,Lagoa Grande,102,2005,14,9,5,21887
260880,2608800,Lajedo,103,2005,15,8,7,33771
260890,2608909,Limoeiro,104,2005,16,9,7,57236
260900,2609006,Macaparana,105,2005,14,9,5,23521
260910,2609105,Machados,106,2005,5,3,2,10722
260915,2609154,Manari,107,2005,27,5,22,13569
260920,2609204,Maraial,108,2005,8,5,3,15804
260930,2609303,Mirandiba,109,2005,7,5,2,13281
261430,2614303,Moreilândia,110,2005,6,3,3,10638
260940,2609402,Moreno,111,2005,19,14,5,55516
260950,2609501,Nazaré da Mata,112,2005,11,7,4,30955
260960,2609600,Olinda,113,2005,125,74,50,384512
260970,2609709,Orobó,114,2005,1,1,,23086
260980,2609808,Orocó,115,2005,13,7,6,10885
260990,2609907,Ouricuri,116,2005,37,27,10,59081
261000,2610004,Palmares,117,2005,33,23,10,54574
261010,2610103,Palmeirina,118,2005,9,6,3,10306
261020,2610202,Panelas,119,2005,13,7,6,24958
261030,2610301,Paranatama,120,2005,2,2,,9679
261040,2610400,Parnamirim,121,2005,14,12,2,19631
261050,2610509,Passira,122,2005,11,6,5,29132
261060,2610608,Paudalho,123,2005,15,14,1,48603
261070,2610707,Paulista,124,2005,46,34,12,294033
261080,2610806,Pedra,125,2005,20,12,8,20639
261090,2610905,Pesqueira,126,2005,22,16,6,57776
261100,2611002,Petrolândia,127,2005,12,8,4,30790
261110,2611101,Petrolina,128,2005,139,99,40,253688
261120,2611200,Poção,129,2005,6,6,,12180
261130,2611309,Pombos,130,2005,5,3,2,24667
261140,2611408,Primavera,131,2005,3,2,1,11867
261150,2611507,Quipapá,132,2005,21,8,13,22777
261153,2611533,Quixaba,133,2005,2,0,2,6484
261160,2611606,Recife,134,2005,385,271,114,1501010
261170,2611705,Riacho das Almas,135,2005,3,3,,18273
261180,2611804,Ribeirão,136,2005,20,9,11,41718
261190,2611903,Rio Formoso,137,2005,18,13,5,21853
261200,2612000,Sairé,138,2005,6,5,1,15236
261210,2612109,Salgadinho,139,2005,6,5,1,7903
261220,2612208,Salgueiro,140,2005,26,18,8,54304
261230,2612307,Saloá,141,2005,14,9,5,15109
261240,2612406,Sanharó,142,2005,12,6,6,16415
261245,2612455,Santa Cruz,143,2005,14,11,3,11815
261247,2612471,Santa Cruz da Baixa Verde,144,2005,7,6,1,10151
261250,2612505,Santa Cruz do Capibaribe,145,2005,30,22,8,72029
261255,2612554,Santa Filomena,146,2005,8,3,5,13344
261260,2612604,Santa Maria da Boa Vista,147,2005,20,15,5,42962
261270,2612703,Santa Maria do Cambucá,148,2005,5,3,2,11942
261280,2612802,Santa Terezinha,149,2005,6,2,4,10566
261290,2612901,São Benedito do Sul,150,2005,3,1,2,10848
261300,2613008,São Bento do Una,151,2005,19,9,10,47313
261310,2613107,São Caitano,152,2005,19,9,10,35830
261320,2613206,São João,153,2005,10,5,5,20267
261330,2613305,São Joaquim do Monte,154,2005,12,7,5,21442
261340,2613404,São José da Coroa Grande,155,2005,5,2,3,15501
261350,2613503,São José do Belmonte,156,2005,12,7,5,32052
261360,2613602,São José do Egito,157,2005,11,10,1,29963
261370,2613701,São Lourenço da Mata,158,2005,20,13,7,93247
261380,2613800,São Vicente Ferrer,159,2005,8,4,4,17150
261390,2613909,Serra Talhada,160,2005,38,22,16,70015
261400,2614006,Serrita,161,2005,5,5,,17118
261410,2614105,Sertânia,162,2005,18,10,8,31750
261420,2614204,Sirinhaém,163,2005,21,11,10,32916
261440,2614402,Solidão,164,2005,4,2,2,5379
261450,2614501,Surubim,165,2005,20,14,6,52770
261460,2614600,Tabira,166,2005,13,7,6,24905
261470,2614709,Tacaimbó,167,2005,9,2,7,13714
261480,2614808,Tacaratu,168,2005,13,3,10,16933
261485,2614857,Tamandaré,169,2005,8,4,4,18831
261500,2615003,Taquaritinga do Norte,170,2005,6,4,2,21427
261510,2615102,Terezinha,171,2005,3,1,2,5994
261520,2615201,Terra Nova,172,2005,4,2,2,8050
261530,2615300,Timbaúba,173,2005,27,16,11,56688
261540,2615409,Toritama,174,2005,13,9,4,26120
261550,2615508,Tracunhaém,175,2005,3,2,1,12683
261560,2615607,Trindade,176,2005,20,7,13,23894
261570,2615706,Triunfo,177,2005,6,5,1,14845
261580,2615805,Tupanatinga,178,2005,17,10,7,21839
261590,2615904,Tuparetama,179,2005,3,1,2,8178
261600,2616001,Venturosa,180,2005,6,6,,14334
261610,2616100,Verdejante,181,2005,3,2,1,9291
261618,2616183,Vertente do Lério,182,2005,2,1,1,8508
261620,2616209,Vertentes,183,2005,9,6,3,15399
261630,2616308,Vicência,184,2005,8,3,5,29322
261640,2616407,Vitória de Santo Antão,185,2005,35,25,10,124349
261650,2616506,Xexéu,186,2005,12,6,6,15423
260005,2600054,Abreu e Lima,2,2006,17,12,5,97914
260010,2600104,Afogados da Ingazeira,3,2006,12,9,3,35369
260020,2600203,Afrânio,4,2006,9,6,3,16277
260030,2600302,Agrestina,5,2006,4,2,2,21546
260040,2600401,Água Preta,6,2006,10,7,3,30455
260050,2600500,Águas Belas,7,2006,19,9,10,35373
260060,2600609,Alagoinha,8,2006,7,3,4,13619
260070,2600708,Aliança,9,2006,8,5,3,36993
260080,2600807,Altinho,10,2006,10,8,2,21383
260090,2600906,Amaraji,11,2006,12,8,4,22280
260100,2601003,Angelim,12,2006,4,4,,9341
260105,2601052,Araçoiaba,13,2006,5,2,3,17898
260110,2601102,Araripina,14,2006,44,26,18,78520
260120,2601201,Arcoverde,15,2006,30,18,12,65904
260130,2601300,Barra de Guabiraba,16,2006,5,5,,11251
260140,2601409,Barreiros,17,2006,11,6,5,38082
260150,2601508,Belém de Maria,18,2006,4,3,1,9458
260160,2601607,Belém do São Francisco,19,2006,7,4,3,18142
260170,2601706,Belo Jardim,20,2006,28,17,11,74641
260180,2601805,Betânia,21,2006,7,5,2,11361
260190,2601904,Bezerros,22,2006,13,9,4,61240
260200,2602001,Bodocó,23,2006,22,18,4,34110
260210,2602100,Bom Conselho,24,2006,23,9,14,42757
260220,2602209,Bom Jardim,25,2006,9,8,1,37172
260230,2602308,Bonito,26,2006,19,8,11,39806
260240,2602407,Brejão,27,2006,4,4,,9070
260250,2602506,Brejinho,28,2006,3,2,1,7187
260260,2602605,Brejo da Madre de Deus,29,2006,18,12,6,43210
260270,2602704,Buenos Aires,30,2006,3,1,2,11672
260280,2602803,Buíque,31,2006,40,27,13,48640
260290,2602902,Cabo de Santo Agostinho,32,2006,41,28,13,172152
260300,2603009,Cabrobó,33,2006,17,10,7,28792
260310,2603108,Cachoeirinha,34,2006,4,2,2,17921
260320,2603207,Caetés,35,2006,9,7,2,26726
260330,2603306,Calçado,36,2006,3,2,1,13398
260340,2603405,Calumbi,37,2006,2,1,1,7227
260345,2603454,Camaragibe,38,2006,29,22,7,150356
260350,2603504,Camocim de São Félix,39,2006,6,2,4,16065
260360,2603603,Camutanga,40,2006,2,1,1,8109
260370,2603702,Canhotinho,41,2006,12,6,6,25173
260380,2603801,Capoeiras,42,2006,6,3,3,19548
260390,2603900,Carnaíba,43,2006,3,2,1,17115
260392,2603926,Carnaubeira da Penha,44,2006,8,6,2,9834
260400,2604007,Carpina,45,2006,20,13,7,70335
260410,2604106,Caruaru,46,2006,82,59,23,283154
260415,2604155,Casinhas,47,2006,5,2,3,13924
260420,2604205,Catende,48,2006,12,9,3,31061
260430,2604304,Cedro,49,2006,3,3,,9954
260440,2604403,Chã de Alegria,50,2006,5,2,3,11251
260450,2604502,Chã Grande,51,2006,6,5,1,20556
260460,2604601,Condado,52,2006,11,7,4,24271
260470,2604700,Correntes,53,2006,5,5,,17654
260480,2604809,Cortês,54,2006,6,2,4,12821
260490,2604908,Cumaru,55,2006,1,1,,34498
260500,2605004,Cupira,56,2006,4,3,1,22645
260510,2605103,Custódia,57,2006,11,5,6,30795
260515,2605152,Dormentes,58,2006,15,11,4,15478
260520,2605202,Escada,59,2006,20,11,9,58451
260530,2605301,Exu,60,2006,17,7,10,32780
260540,2605400,Feira Nova,61,2006,3,2,1,19102
260550,2605509,Ferreiros,63,2006,2,1,1,10577
260560,2605608,Flores,64,2006,6,2,4,20097
260570,2605707,Floresta,65,2006,10,6,4,27368
260580,2605806,Frei Miguelinho,66,2006,1,0,1,12149
260590,2605905,Gameleira,67,2006,7,4,3,27228
260600,2606002,Garanhuns,68,2006,46,22,24,128395
260610,2606101,Glória do Goitá,69,2006,8,6,2,28105
260620,2606200,Goiana,70,2006,26,17,9,76370
260630,2606309,Granito,71,2006,2,2,,6234
260640,2606408,Gravatá,72,2006,12,4,8,71549
260650,2606507,Iati,73,2006,12,4,8,17030
260660,2606606,Ibimirim,74,2006,17,13,4,21555
260670,2606705,Ibirajuba,75,2006,2,1,1,7354
260680,2606804,Igarassu,76,2006,15,12,3,92455
260690,2606903,Iguaracy,77,2006,,0,,11669
260760,2607604,Ilha de Itamaracá,78,2006,2,1,1,19000
260700,2607000,Inajá,79,2006,4,3,1,14944
260710,2607109,Ingazeira,80,2006,1,1,,4665
260720,2607208,Ipojuca,81,2006,18,13,5,69521
260730,2607307,Ipubi,82,2006,13,4,9,24379
260740,2607406,Itacuruba,83,2006,,0,,3979
260750,2607505,Itaíba,84,2006,9,5,4,26545
260765,2607653,Itambé,85,2006,14,8,6,35525
260770,2607703,Itapetim,86,2006,4,3,1,14110
260775,2607752,Itapissuma,87,2006,12,8,4,22856
260780,2607802,Itaquitinga,88,2006,5,4,1,15633
260790,2607901,Jaboatão dos Guararapes,89,2006,156,100,56,651353
260795,2607950,Jaqueira,90,2006,3,1,2,12637
260800,2608008,Jataúba,91,2006,7,5,2,14804
260805,2608057,Jatobá,92,2006,8,5,3,14604
260810,2608107,João Alfredo,93,2006,5,3,2,26732
260820,2608206,Joaquim Nabuco,94,2006,7,6,1,16088
260825,2608255,Jucati,95,2006,9,8,1,10892
260830,2608305,Jupi,96,2006,10,7,3,12726
260840,2608404,Jurema,97,2006,9,4,5,14520
260850,2608453,Lagoa de Itaenga,98,2006,4,1,3,22878
260845,2608503,Lagoa do Carro,99,2006,4,4,,14602
260860,2608602,Lagoa do Ouro,100,2006,3,2,1,10680
260870,2608701,Lagoa dos Gatos,101,2006,7,6,1,15612
260875,2608750,Lagoa Grande,102,2006,13,8,5,22381
260880,2608800,Lajedo,103,2006,13,6,7,34053
260890,2608909,Limoeiro,104,2006,12,10,2,57404
260900,2609006,Macaparana,105,2006,4,2,2,23708
260910,2609105,Machados,106,2006,1,1,,10812
260915,2609154,Manari,107,2006,15,10,5,13666
260920,2609204,Maraial,108,2006,10,5,5,16125
260930,2609303,Mirandiba,109,2006,8,4,4,13308
261430,2614303,Moreilândia,110,2006,4,4,,10551
260940,2609402,Moreno,111,2006,15,9,6,56649
260950,2609501,Nazaré da Mata,112,2006,10,7,3,31262
260960,2609600,Olinda,113,2006,118,77,41,387496
260970,2609709,Orobó,114,2006,4,3,1,23263
260980,2609808,Orocó,115,2006,6,5,1,10900
260990,2609907,Ouricuri,116,2006,34,23,11,59498
261000,2610004,Palmares,117,2006,22,16,6,54352
261010,2610103,Palmeirina,118,2006,1,0,1,10444
261020,2610202,Panelas,119,2006,10,3,7,24796
261030,2610301,Paranatama,120,2006,7,5,2,9557
261040,2610400,Parnamirim,121,2006,4,4,,19689
261050,2610509,Passira,122,2006,6,5,1,29132
261060,2610608,Paudalho,123,2006,16,11,5,49225
261070,2610707,Paulista,124,2006,63,47,16,299742
261080,2610806,Pedra,125,2006,12,10,2,20708
261090,2610905,Pesqueira,126,2006,36,19,17,57795
261100,2611002,Petrolândia,127,2006,13,7,6,31413
261110,2611101,Petrolina,128,2006,136,102,34,260003
261120,2611200,Poção,129,2006,9,4,5,12356
261130,2611309,Pombos,130,2006,7,4,3,24902
261140,2611408,Primavera,131,2006,8,5,3,11937
261150,2611507,Quipapá,132,2006,6,4,2,22892
261153,2611533,Quixaba,133,2006,2,1,1,6416
261160,2611606,Recife,134,2006,327,233,94,1515050
261170,2611705,Riacho das Almas,135,2006,9,6,3,18289
261180,2611804,Ribeirão,136,2006,17,8,9,41766
261190,2611903,Rio Formoso,137,2006,8,2,6,22049
261200,2612000,Sairé,138,2006,2,2,,15525
261210,2612109,Salgadinho,139,2006,2,1,1,8039
261220,2612208,Salgueiro,140,2006,24,15,9,54792
261230,2612307,Saloá,141,2006,5,2,3,15133
261240,2612406,Sanharó,142,2006,9,2,7,16513
261245,2612455,Santa Cruz,143,2006,9,5,4,11914
261247,2612471,Santa Cruz da Baixa Verde,144,2006,9,7,2,10016
261250,2612505,Santa Cruz do Capibaribe,145,2006,22,18,4,74361
261255,2612554,Santa Filomena,146,2006,9,5,4,13568
261260,2612604,Santa Maria da Boa Vista,147,2006,14,10,4,44053
261270,2612703,Santa Maria do Cambucá,148,2006,5,3,2,11977
261280,2612802,Santa Terezinha,149,2006,6,4,2,10621
261290,2612901,São Benedito do Sul,150,2006,1,1,,10916
261300,2613008,São Bento do Una,151,2006,11,6,5,47666
261310,2613107,São Caitano,152,2006,11,6,5,36257
261320,2613206,São João,153,2006,8,5,3,20360
261330,2613305,São Joaquim do Monte,154,2006,7,2,5,21727
261340,2613404,São José da Coroa Grande,155,2006,8,5,3,15772
261350,2613503,São José do Belmonte,156,2006,17,13,4,32122
261360,2613602,São José do Egito,157,2006,14,13,1,30055
261370,2613701,São Lourenço da Mata,158,2006,19,11,8,93759
261380,2613800,São Vicente Ferrer,159,2006,12,7,5,17359
261390,2613909,Serra Talhada,160,2006,38,26,12,69855
261400,2614006,Serrita,161,2006,9,4,5,16992
261410,2614105,Sertânia,162,2006,20,13,7,31765
261420,2614204,Sirinhaém,163,2006,10,4,6,32889
261440,2614402,Solidão,164,2006,2,1,1,5349
261450,2614501,Surubim,165,2006,23,17,6,53210
261460,2614600,Tabira,166,2006,10,5,5,25057
261470,2614709,Tacaimbó,167,2006,2,1,1,13856
261480,2614808,Tacaratu,168,2006,10,3,7,16906
261485,2614857,Tamandaré,169,2006,5,4,1,19110
261500,2615003,Taquaritinga do Norte,170,2006,14,7,7,21724
261510,2615102,Terezinha,171,2006,1,1,,5940
261520,2615201,Terra Nova,172,2006,2,0,2,8139
261530,2615300,Timbaúba,173,2006,14,10,4,56646
261540,2615409,Toritama,174,2006,9,5,4,26896
261550,2615508,Tracunhaém,175,2006,2,0,2,12732
261560,2615607,Trindade,176,2006,18,14,4,24247
261570,2615706,Triunfo,177,2006,3,3,,14792
261580,2615805,Tupanatinga,178,2006,16,7,9,22022
261590,2615904,Tuparetama,179,2006,5,4,1,8251
261600,2616001,Venturosa,180,2006,11,7,4,14492
261610,2616100,Verdejante,181,2006,2,2,,9374
261618,2616183,Vertente do Lério,182,2006,4,3,1,8502
261620,2616209,Vertentes,183,2006,4,2,2,15473
261630,2616308,Vicência,184,2006,5,3,2,29413
261640,2616407,Vitória de Santo Antão,185,2006,23,17,6,125564
261650,2616506,Xexéu,186,2006,7,5,2,15753
260005,2600054,Abreu e Lima,2,2007,18,12,6,99251
260010,2600104,Afogados da Ingazeira,3,2007,18,14,4,35731
260020,2600203,Afrânio,4,2007,4,2,2,16467
260030,2600302,Agrestina,5,2007,10,7,3,21769
260040,2600401,Água Preta,6,2007,8,4,4,30746
260050,2600500,Águas Belas,7,2007,20,10,10,35178
260060,2600609,Alagoinha,8,2007,3,3,,13776
260070,2600708,Aliança,9,2007,14,6,8,36964
260080,2600807,Altinho,10,2007,10,1,9,21274
260090,2600906,Amaraji,11,2007,12,10,2,22426
260100,2601003,Angelim,12,2007,2,0,2,9373
260105,2601052,Araçoiaba,13,2007,8,6,2,18322
260110,2601102,Araripina,14,2007,54,39,15,79672
260120,2601201,Arcoverde,15,2007,31,19,12,66553
260130,2601300,Barra de Guabiraba,16,2007,8,7,1,11297
260140,2601409,Barreiros,17,2007,14,11,3,37916
260150,2601508,Belém de Maria,18,2007,4,3,1,9281
260160,2601607,Belém do São Francisco,19,2007,7,4,3,17838
260170,2601706,Belo Jardim,20,2007,21,12,9,75536
260180,2601805,Betânia,21,2007,10,4,6,11379
260190,2601904,Bezerros,22,2007,16,7,9,61827
260200,2602001,Bodocó,23,2007,20,14,6,34473
260210,2602100,Bom Conselho,24,2007,10,6,4,42859
260220,2602209,Bom Jardim,25,2007,6,5,1,37195
